word,is_laugh
стрелять,0
впххаапхпв,1
пхвапхпахв,1
хаввхпахпп,1
кровать,0
хававпххпп,1
паппхххвав,1
пхапхвхавп,1
хаххапппвв,1
апвхапхвхп,1
ахпвхпапвх,1
ппахпхвхва,1
павхпвпх,1
результат,0
авахвпхппх,1
пхпхахвпва,1
авапвхпхпх,1
апапхвххвп,1
аххпппхавв,1
хахвппвпха,1
хвхвпхаппа,1
папвххахвп,1
вахваппххп,1
аххвапвпхп,1
хвпавхаппх,1
впвахпххпа,1
хппххпавва,1
ахпхвппавх,1
пвпхвапхха,1
вхвххапппа,1
хавппхпахв,1
хпвавпаххп,1
ххвппавпха,1
хвпвххапап,1
хахаха,1
хххапвпвап,1
апппхвхахв,1
хпхапхаввп,1
пвхххаапвп,1
впапххвп,1
хвхапвхппа,1
ахвпапвпхх,1
хххапввппа,1
паххвхпвап,1
апхвпхпхав,1
впххпа,1
хапвпвапхх,1
авпппхаххв,1
вххпппва,1
хвпапвахпх,1
хпхвпавп,1
апхпхвхпав,1
хпавхваппх,1
хапвхпхвап,1
авпвхапххп,1
пхпвххвапа,1
пвахппавхх,1
пххпаввапх,1
вхпапавххп,1
авахвхпппх,1
ххаахпввпп,1
пввхахппха,1
хвпвпахпха,1
хпаавпхпвх,1
паххввпахп,1
хвпапххвап,1
аваппххвхп,1
хпппххвваа,1
впххпахвпа,1
хапвппхахв,1
хаппхвавхп,1
апвахпвпхх,1
ппхвпхахав,1
пхвавахппх,1
авпххпвапх,1
авхпххпавп,1
пхпвахвпах,1
пхаапвхвпх,1
вппххаахвп,1
пхвпваахпх,1
аххпвхавпп,1
ваапхвхпхп,1
впххвпхпаа,1
пвпвпхххаа,1
пвапхапвхх,1
пввпхаххап,1
впвпхахп,1
хпххппавва,1
впххапвп,1
пппахвахвх,1
вхапхппхав,1
паахххппвв,1
ппхававххп,1
ппвхпахахв,1
впхахвахпп,1
вахпххаппв,1
пвхпахвхап,1
хавппваххп,1
пххпаввп,1
хахпвхппва,1
пхввххапап,1
впхавпхп,1
хпваххвпап,1
апваххпвхп,1
пхппаавхвх,1
апвппххвах,1
папхвхапвх,1
аввхаххппп,1
пхапапххвв,1
хахппввхпа,1
пххвапапвх,1
хпхпапхвав,1
апхххваппв,1
пвхпхвап,1
авхвхпхппа,1
ааппвхххвп,1
аапххвпвпх,1
хвххпапвап,1
аххпввахпп,1
хахавпхппв,1
ххпхпвпваа,1
впвхпаапхх,1
ппхвхвапах,1
ахпавпвхпх,1
пахввхпхпа,1
хаваппхвхп,1
ппаххаввпх,1
ахвхвпхапп,1
пвпхвххпаа,1
вахпаххппв,1
пвахапхвпх,1
ппхвхвпаах,1
хпххпаввап,1
впавхаппхх,1
пвпхвахпах,1
пппваваххх,1
пхаххпвапв,1
хпвпвхпхаа,1
вххппвахап,1
впхвапххап,1
аппхвх,1
впхапхахвп,1
пхаввхахпп,1
авпхвххпап,1
хвхпаавпхп,1
хпаххваппв,1
условие,0
пвппавхахх,1
ахвххппавп,1
ахппвпххав,1
аппахвхвпх,1
апавпхпхвх,1
хапвхпхапв,1
хвпавппахх,1
пахвапхпхв,1
впвхпахапх,1
паввхххппа,1
ппавхпххва,1
хахпваппхв,1
вххпахпвпа,1
вхахвхпапп,1
хвпваппх,1
авахпхпвпх,1
хпхаавпвпх,1
хавпхпп,1
папвхпхахв,1
ли,0
хвапвхппха,1
вппаапхххв,1
придтись,0
хпвавхаппх,1
хаппвхпхва,1
впваапххпх,1
пхпваваххп,1
хпвпахавпх,1
хппхавахвп,1
хаххапвппв,1
ппвхха,1
хавппхпавх,1
ппавххвахп,1
авхвхахппп,1
подумать,0
вххпаавппх,1
впапвххахп,1
пвхпаахвпх,1
ахпппвхв,1
хпапвваххп,1
папхпаввхх,1
пахпаххвпв,1
пхпвхвхаап,1
вапхвпхп,1
пххвавхппа,1
апхпххвапв,1
хавпвпапхх,1
пхвавпхапх,1
впххвахапп,1
папвхавххп,1
ххпвхаппва,1
вапххвппха,1
ахпавхппхв,1
ахвхпхпавп,1
пхпаввхапх,1
хппаввпхха,1
уххуухух,1
хахаа,1
аавххпппхв,1
павххаппхв,1
хпаппхвахв,1
хххвапавпп,1
ххпхпапвав,1
павххахппв,1
аахвхппхвп,1
лето,0
хавхпавхпп,1
павхпвахпх,1
хвапхп,1
ввппхаххап,1
пхахвппвах,1
ххпвваппах,1
ххппавапвх,1
аххвпахвпп,1
апххпхвпва,1
хпхввапп,1
хппхввпа,1
вахпвпхпах,1
пхвхпахавп,1
пхахавпхпв,1
пхаваппхвх,1
пхапвпхахв,1
ввахахпппх,1
иухха,1
впхпваапхх,1
хвапхпхпав,1
ваппххапхв,1
аппвххпхва,1
авппххпвха,1
пахпвхахвп,1
хввхаапппх,1
папвхвхапх,1
хвпхваахпп,1
апххпввп,1
вппхпхав,1
пхвпвххпаа,1
пвхвхапапх,1
вппахахпвх,1
вхпвпхпаах,1
вппахавпхх,1
пхвхавхппа,1
впхавахппх,1
пхвхавпхап,1
апхвхпавхп,1
вапхпхвпха,1
ахвхппавхп,1
хххввпппаа,1
вхвппапх,1
хпппхаахвв,1
вот,0
пваххвпапх,1
пхаввхаппх,1
паавхппххв,1
пахххввапп,1
пхвхпвхпаа,1
пвпвпахахх,1
хаввххаппп,1
павхвхппах,1
вхпхваахпп,1
хппхвахвпа,1
ппххвхпаав,1
хвппаавпхх,1
вы,0
вахахпппхв,1
ппххпавв,1
пхвахвппха,1
хаппвхвахп,1
аппххвпв,1
прислать,0
пвппваххха,1
пваавхххпп,1
аппапхххвв,1
ппахвххвап,1
аппвххапвх,1
хахвпхавпп,1
хапвхпп,1
ххуиа,1
вахппаххпв,1
авпхппавхх,1
пххпавпхав,1
апхххвпапв,1
аавхпхвпхп,1
пхавпвххпа,1
хвпхвпаапх,1
пхппвааххв,1
тот,0
хвппвапхха,1
ппавапхххв,1
хпапаххввп,1
павхпахвпх,1
апавппхххв,1
хпапххвпав,1
пххппахавв,1
хпвапххвпа,1
хпххппвава,1
ххвапхппва,1
пвапвахпхх,1
ввхапхаппх,1
ввпххапп,1
хахпапввхп,1
хпавпавхпх,1
вхпппххаав,1
хваппхахвп,1
ахппхвапвх,1
папаххпвхв,1
давно,0
пвахвпхпха,1
пхвхпваахп,1
ппххавпвха,1
хпаххвпавп,1
пхавпхвахп,1
аппхвхвпах,1
ппхвпхавах,1
хахввпаппх,1
ппхпваххва,1
большинство,0
пахпхпвахв,1
вппхаххпав,1
впхпвапх,1
пвпвххаапх,1
вперед,0
впхапвххап,1
павпхвххап,1
авпххавппх,1
пвхпхахпав,1
хваахппвхп,1
авхпхвхппа,1
пваппххахв,1
зеркало,0
ваппапххвх,1
ххппхавпав,1
ппаавххвпх,1
ппххавапхв,1
пхвхахппав,1
впххпхпваа,1
впахххпвап,1
аваххппхвп,1
авпххаппвх,1
ххпхаппвав,1
ахпввххппа,1
вхпавахппх,1
аахвпхвпхп,1
впвппахх,1
вера,0
пвхавпхахп,1
ппвааххпхв,1
хпаппхввха,1
пвхахапвпх,1
впвхпхпхаа,1
пхпххававп,1
апххввпахп,1
вхахпапвпх,1
авппхвпахх,1
авххапппхв,1
хвпхапавпх,1
ааппхххпвв,1
ппхвахахвп,1
впхаххаппв,1
аппхввхп,1
апахвпххпв,1
хвпаапхвхп,1
пвпхваапхх,1
пахппаххвв,1
вапхпахпвх,1
пхвпвхпаха,1
ххвавппхап,1
ахпавпххвп,1
хпаахпввпх,1
пхпавпхвха,1
хпппхввхаа,1
ппхххвваап,1
хвапххпвпа,1
хахпвавппх,1
ввхпхаапхп,1
хпхпахаввп,1
хлеб,0
хппваахвхп,1
павпхвхапх,1
пххахппвав,1
хвпахпвапх,1
аввххпаппх,1
пвххпхаавп,1
пхапввххап,1
паххавпвпх,1
папвххахпв,1
вапхвппхха,1
ахвпхвахпп,1
папвхххапв,1
ппввхххаап,1
впхппахавх,1
впвхаххпап,1
вавхххпппа,1
ахахпвпвпх,1
ппххахвпав,1
хпхпвахапв,1
пхпхвапвах,1
ахпаввхппх,1
хаппавхвпх,1
хавхвпхапп,1
хпавхвапхп,1
пххпввпаах,1
ппхвахпвха,1
пахаппххвв,1
пхвпаххпав,1
хаввпппхха,1
пвххпахвпа,1
ххапахпввп,1
авппхпхвах,1
пвапх,1
ахах,1
ахвпхпхапв,1
вхппвхаахп,1
пахапхввпх,1
пвхавпххпа,1
вавпххпхап,1
хапхапвпвх,1
впвпхпха,1
пвпхаххапв,1
аххвпхпвап,1
хпапхвхвпа,1
пхахвхппав,1
авхапвпхпх,1
ахвхпапвпх,1
вххвапхпап,1
хвхахаппвп,1
хпвхпвхпаа,1
вхахппвпха,1
апхпвпавхх,1
аапхпххвпв,1
вхппха,1
хвпахпавхп,1
вхвпааппхх,1
поезд,0
пхввппххаа,1
пхавпххпав,1
хпаапхвхвп,1
хапаххвпвп,1
впхппххаав,1
пхаавххвпп,1
пхвххапвап,1
вапххвхапп,1
хаахппввпх,1
пххпахпавв,1
ахах,1
павахвххпп,1
пхавпахпвх,1
ххпапаввпх,1
пхапвапххв,1
вппхаххапв,1
дым,0
пхахапхпвв,1
хпапхапвхв,1
пппхвххаав,1
ххввпхпапа,1
ххппвпавах,1
впххвапахп,1
пхпвааххвп,1
ппахвпх,1
хпххавпапв,1
хоть,0
впххавхапп,1
хаавпвпххп,1
пппаахвххв,1
пхапвпавхх,1
пппвхахахв,1
пввхпаахпх,1
впаххвпапх,1
пхпвваахпх,1
апхаххпвпв,1
хавпвахпхп,1
хахпппв,1
вхаппхапхв,1
ахвпахпхпв,1
вппххпхваа,1
вхапвхахпп,1
ахвпхпапхв,1
ххавппхавп,1
вхппхпхваа,1
павпвпхахх,1
хппахпаввх,1
ааппхпхввх,1
ахххавпвпп,1
ахавппвххп,1
ахппхавпхв,1
авхппвхпах,1
аххввпхпап,1
мозг,0
хвппххапав,1
хпвхппваха,1
авпахппвхх,1
хпвхпапвха,1
впхвхахапп,1
пхввпааххп,1
пхахпвпавх,1
пхапахвхпв,1
апхпавххвп,1
вхаппхпхав,1
ваххпвхапп,1
ппвпаххвах,1
хппапвхавх,1
хапхпввапх,1
апвхппх,1
хвахапвхпп,1
хапвахппхв,1
вппахапххв,1
хавпхпвп,1
пхппввххаа,1
ппвхпвахах,1
хапххпавпв,1
впххапвапх,1
ххапвпхвап,1
аапхпвпхвх,1
хавппавпхх,1
ппахпввхах,1
пхвахпвхпа,1
хвпппвха,1
апппхахввх,1
пхахавхпвп,1
пхаапввхпх,1
апххпвхпва,1
папхввпахх,1
пхвхваапхп,1
ввххпхаппа,1
павххвппах,1
впаахппвхх,1
апххпахпвв,1
паппвхх,1
пвхпхпа,1
пахпвхпвахпв,1
паххвп,1
апхахвппвх,1
аахвхпвхпп,1
впвпххпхаа,1
авпхапвххп,1
вппвхахпах,1
ввпахппахх,1
хахвах,1
впвпаапххх,1
ххпавпхпав,1
хххпавппва,1
впхпхавп,1
игра,0
вхпппвахах,1
пхвххваапп,1
хпхвпапхва,1
хахха,1
ппапвххв,1
пвхпавххап,1
вхпххваппа,1
апвхпвхпха,1
хппвххвпаа,1
вхавпххпап,1
ааппхвхпхв,1
аххавпвппх,1
аахпхппвхв,1
пхппхававх,1
хавпаххпвп,1
хпвппахавх,1
хвапппхвах,1
ххаппапхвв,1
аахвхвпхпп,1
пахвхахппв,1
вхавпппх,1
хавхвппхап,1
хавхппхвап,1
пвапхпхахв,1
вхпхпвхпаа,1
пвпххавхпа,1
вхахвпаппх,1
авпхпхвпах,1
пввпахпхах,1
ахпвп,1
ххпввпхапа,1
хппапаххвв,1
хпппхавхав,1
апхппахввх,1
хппвапахвх,1
хахвпвпхпа,1
пхпавхпавх,1
пвхппах,1
вхпаапххвп,1
аапвхппххв,1
пвпвхххаап,1
авхпххпапв,1
хавхппапвх,1
ххпаахввпп,1
вхаппхахвп,1
аппхпаввхх,1
хпваххпапв,1
хппаххввап,1
хпахпхпвав,1
форма,0
пхпахвхавп,1
хаппххпавв,1
ахвавпхпхп,1
пахапвххвп,1
апвхпвапхх,1
хпввпаапхх,1
апппхввхха,1
вппахпххав,1
пххппваавх,1
вхаапппвхх,1
апвхпвххпа,1
ххвпапахпв,1
авпхпахпхв,1
ххапввахпп,1
павпхаххвп,1
хппхаахввп,1
хппвпавхха,1
впхппхав,1
хпавахпвхп,1
хвхппапхва,1
папваххвпх,1
вхвпхпаапх,1
вхапххвапп,1
авпхпвапхх,1
апахпххвпв,1
хаваппхвпх,1
ппхавхпвха,1
вавпххапхп,1
вавпхппх,1
хапххапвпв,1
хпвпвпахха,1
ахпаппвххв,1
папвпххвах,1
пхавпхапвх,1
впвааххпхп,1
хаахп,1
хпваахвхпп,1
хваапххпвп,1
ххвпвхаапп,1
вахахаха,1
хпхахвпавп,1
хвхпвапапх,1
вхпхппхава,1
апвххахвпп,1
хсхс,1
хахаха,1
пааххпвхпв,1
хвапхпвахп,1
авхвапххпп,1
пвхахпхвпа,1
аахпввххпп,1
ххввпаахпп,1
авппвхххпа,1
павхппаххв,1
ппавпххвах,1
вхпааххпвп,1
апхпвахпвх,1
впхвапххпа,1
пахвпхпахв,1
ахппхввапх,1
вхпахпвп,1
аввпахппхх,1
хаахпппхвв,1
пхппахв,1
впхппахахв,1
хпававппхх,1
хапхвпапвх,1
ххапхвапвп,1
павпвапххх,1
ппахавххвп,1
ппаххпхавв,1
хпавпвпх,1
авххвхпапп,1
вппавхххап,1
впхпаххпва,1
павхпавхпх,1
вахппахвпх,1
апаххпвпвх,1
аххпвхаппв,1
девушка,0
хпаапввхпх,1
вххпхпапав,1
ахах,1
пхвпхаахпв,1
впапххп,1
ахахппвпхв,1
пххвахппва,1
хпавахвпхп,1
хпаахппхвв,1
ххвпхпавпа,1
хххпвааппв,1
вхпахвпахп,1
хвххпапвпа,1
аххпаппхвв,1
ахапвпвххп,1
ххавхпппав,1
авапхвппхх,1
пахппвхвха,1
вххппапхва,1
вппапххахв,1
хех,1
пхавхвпхпа,1
вхпхппав,1
паппвахххв,1
апхаввххпп,1
ввпхпххапа,1
ххааппввхп,1
аппвахпххв,1
вппааххвпх,1
папввпххах,1
вхпхвхпапа,1
аввхапппхх,1
хапввхпхпа,1
хапвпвахпх,1
ахахввпппх,1
ххапвпвпха,1
хвхпвапхап,1
ахх,1
ахвхахпвпп,1
хппавпхавх,1
пвваххпхпа,1
уровень,0
вхпхпапхав,1
момент,0
вхвхвх,1
павпваххпх,1
пххпвпваха,1
ппхвхвахап,1
вхапапхпвх,1
хпвхпавхпа,1
хахаха,1
коридор,0
ххпвапхавп,1
ххпппвав,1
ахахпвхпвп,1
аппххвхпав,1
вхпапахпхв,1
хихи,1
хвппахвп,1
пхвпавхп,1
ппаавххпхв,1
хвпаахппвх,1
пхвппааххв,1
хппхввпаха,1
вихх,1
вахвпахпхп,1
пваппхххва,1
пхахппаввх,1
вхпхпхпаав,1
хпхпваахвп,1
ааххвхпппв,1
павпвххп,1
хаахппвпвх,1
хпааххпвпв,1
ппвхвхапха,1
ххпвавпхап,1
ввпххпахап,1
пхпхапавхв,1
пахвпхпв,1
вхпвапххап,1
ххпвхпвапа,1
хаппвхпвха,1
ххаппввпах,1
пппвхвхаха,1
пхвхваппха,1
апхпвхвп,1
пвпахххпав,1
пвххавпхап,1
ппвахвпх,1
пххпвахапв,1
ахпппвххва,1
авпхвахпхп,1
хввхахпапп,1
спина,0
пхахввхппа,1
пхахах,1
вппхвахп,1
аппахпххвв,1
аахххпввпп,1
ххахппавпв,1
пввпхапхах,1
ппхаввххап,1
пхпавахпхв,1
ахпвхапхпв,1
апхавхвпхп,1
ахухи,1
хпвааххвпп,1
хппахвп,1
ххвпапхвап,1
павпххп,1
папхвхпхав,1
павхвпхапх,1
хпваппаххв,1
впахпхахпв,1
вхвхвххыы,1
вхапавхппх,1
пххавпп,1
пвхххпавпа,1
ххппвавхпа,1
ахавпххпвп,1
ххааппхпвв,1
вххаахппвп,1
ахпавпххпв,1
ххахаа,1
ххахпвппав,1
впххапхапв,1
павпхахпхв,1
вхпхпвпа,1
хпапвапвхх,1
ахвппахпвх,1
ахвххпапвп,1
пввапапххх,1
ахппхпавхв,1
ппавххпавх,1
пахххпвавп,1
апххаввпхп,1
хпхпаавпхв,1
впапхапхвх,1
вид,0
апхппхавхв,1
пххапахвпв,1
пвапвххпах,1
хппхввап,1
хпахпахпвв,1
вхаапппххв,1
пхвавапххп,1
хпвахахппв,1
пххпавпавх,1
пхаххвпвпа,1
паппввххах,1
апхппхвхав,1
апхпхв,1
вавхпаххпп,1
хпхппахавв,1
хппвхпавха,1
хахпвпвхап,1
ввпааххпхп,1
хаппхвапхв,1
вапхпахвпх,1
век,0
хпппхва,1
хаввпхапхп,1
ххпапвп,1
хппвпаххва,1
авхаппвххп,1
пвпапххахв,1
ппвхвахпха,1
вхавппххап,1
хппхавпвах,1
апхпахвпхв,1
апххпхаввп,1
папхв,1
хпвхпвапха,1
пххвапвпах,1
пххаввпхап,1
хпхваппхва,1
хпхпвавхап,1
ваавпхппхх,1
ххпхпаввпа,1
аввппххахп,1
хвхппаахпв,1
папхпввхах,1
пхапваххпв,1
хппаввхапх,1
хапвахпвхп,1
паххапвхпв,1
вавхппхапх,1
авхпаппхвх,1
ххпваавппх,1
пхапапввхх,1
хпхпвпахва,1
вхпавппх,1
хвавпхппха,1
пхвпахвхпа,1
хппавхавпх,1
хпхпвхапав,1
авпвххапхп,1
павхпххвап,1
хпахвпвп,1
паххпввпах,1
ххаппхвавп,1
пхваахппвх,1
роль,0
пхвахпвпах,1
хвпхавпапх,1
пвххахпвап,1
пххапапхвв,1
пхвапавххп,1
ххвхапвапп,1
впххавппах,1
пхпаввхахп,1
хвапваххпп,1
ппххаапввх,1
хпвхвпхпаа,1
пхпахахвпв,1
аппххвхпва,1
паахпвпвхх,1
пвхвахппха,1
папххвпв,1
хвпаххапвп,1
авхвхппп,1
впхахаппхв,1
впавппхахх,1
папхавхвхп,1
аавпхпхпхв,1
хаахввпхпп,1
вхахпвппах,1
хвахавппхп,1
ахвпхппхав,1
хвахпвпхап,1
аппвпхвахх,1
ххвахппапв,1
пхаххапввп,1
вхапхаппхв,1
вххаппахпв,1
хапвпхвпах,1
хапхвппавх,1
хвххаапппв,1
хппаапвххв,1
ппхаххвпва,1
ххавпхапвп,1
вххвапхапп,1
хппхаввахп,1
пхваахпхпв,1
хахаха,1
вахххппавп,1
пвавххахпп,1
пппахваххв,1
хпахпапввх,1
пхаавхппхв,1
хапхвапхпв,1
пвхппаххва,1
хппахвпхва,1
паваххвппх,1
вхапхпвапх,1
хаппххпвва,1
хпахппвавх,1
ахххпавппв,1
хпввхаппха,1
впвххппхаа,1
пхвпахпвха,1
хпапаххвпв,1
хапввхаппх,1
пхаппххавв,1
хпввхпап,1
пхваваппхх,1
апвпхххпав,1
хаппхвхвпа,1
аапввппххх,1
друг,0
авпххпвахп,1
хппхпвахав,1
ахпахпаххп,1
апхвахппвх,1
пхпхпва,1
ххпвпхавап,1
ахппапвхвх,1
впхпхавхпа,1
ахвппххавп,1
вахппхапхв,1
вппххпахав,1
ххввахппап,1
вахвпхаппх,1
пввпхххаап,1
ввапхпаххп,1
хахвпапвхп,1
чтоб,0
пвхахвпахп,1
пвхппахвха,1
хххпваапвп,1
много,0
хпхппхаавв,1
ахпхахвпвп,1
пвпаххп,1
пвххвпаахп,1
вапхвхахпп,1
апххппавхв,1
хппахахпвв,1
хппапввхха,1
вхпхпахавп,1
пхавхппхва,1
вххаппвапх,1
хавххпппва,1
аххахппввп,1
хахпхапввп,1
ппвпвахх,1
апввхппахх,1
пхахпвхпва,1
хавахппхвп,1
пххпавхапв,1
ахпхввпапх,1
пххпвхавап,1
хпвхпхавап,1
впапхвахпх,1
пххпхваапв,1
раз,0
пвхпхапв,1
апвхпвхапх,1
вахпппххва,1
пааппхххвв,1
павпахвххп,1
хввпхапхап,1
ххппвваапх,1
пхвапапхвх,1
пххвахавпп,1
вппхпххваа,1
апххавппвх,1
впавххапхп,1
ахпхвхаппв,1
пвхххваппа,1
апхвпххвап,1
пхвпахп,1
впвпххаапх,1
пхпхпвва,1
впххапапхв,1
хахвпахвпп,1
хаввхпхапп,1
ппхвапхв,1
хпхахвавпп,1
хпввахпп,1
апххаппвхв,1
хаппвхпавх,1
павахвппхх,1
впвппххаах,1
хпвхахпвпа,1
вхпххппаав,1
хпхпввапха,1
хппаавхвпх,1
аапхвпххпв,1
павапхххвп,1
ахпавппхвх,1
вахппвхпха,1
аххвхпвапп,1
пахххвпвап,1
хввпахпхпа,1
хвпхпвхапа,1
ааппхвпххв,1
ахаххвпвпп,1
авппахпвхх,1
ххпппааввх,1
аппахвпвхх,1
авппапвххх,1
хаппвпвхах,1
пхвпахвапх,1
апхавппвхх,1
важный,0
впвххаппах,1
пахпхпв,1
пвхпхвпаах,1
вхвхпаапхп,1
пхпахвп,1
вахпхвапхп,1
пваххвпахп,1
пахпвххапв,1
ппахпахвхв,1
вхпххвппаа,1
пвпхаххпав,1
ххпавхпапв,1
хавхвпппах,1
пххвваапхп,1
вххахппавп,1
ппвапвхх,1
хпапахвпхв,1
хавапххвпп,1
хвхпхпвапа,1
хппвпааххв,1
пахпавххпв,1
вхпхвпхаап,1
пхаавпхвпх,1
пахппаввхх,1
никакой,0
хвхппвхпаа,1
хапхпхввпа,1
вавпхххпап,1
пвпхпах,1
аапппхххвв,1
ахвппхвпха,1
пхвппахвха,1
стараться,0
ввпхахппха,1
ааппхвпхвх,1
пххаахвпвп,1
мешок,0
ххвпавхпап,1
хпвавпхапх,1
апхвхпхвап,1
паххввхппа,1
ххпавапвхп,1
обещать,0
цвет,0
ахвпвхпапх,1
паххввпапх,1
апхххапввп,1
ххпвхпвпаа,1
хаппхпвавх,1
пхпхавпвах,1
хппвхапхав,1
пхвапахвпх,1
хпххвпавап,1
пвахпхвпха,1
хапххваппв,1
хвппхвапах,1
аппхахпхвв,1
вххпвпап,1
пваахххппв,1
хпваххпвап,1
кухня,0
пхаахвпвпх,1
ппахахввхп,1
вхапхпхпва,1
хввхпхпапа,1
пахпавхвхп,1
вапахвпххп,1
хпаппвхавх,1
вххвхпаапп,1
пххпахпвва,1
аввапхпххп,1
апхпахввпх,1
вхпаахппвх,1
ахвпвппх,1
впахпхпвах,1
хппввпаахх,1
ахвпхвппах,1
пппхххавав,1
хавахпвпхп,1
хпхвпхаапв,1
апхпхвпв,1
ввхпапхапх,1
хххпвпапва,1
пххапхпвав,1
крикнуть,0
хаххппвапв,1
хпвпвахапх,1
ххпваахпвп,1
хпавпххвпа,1
ппхвахапвх,1
павхвппх,1
ппвхаххвпа,1
вхпхапхвап,1
ваапхххппв,1
хавпхвхпап,1
ххапвхавпп,1
пвхпаахпхв,1
ххпавппхва,1
хвхавпапхп,1
пхвхпхапва,1
ппаавхвхпх,1
пвпахвхпха,1
авпвпхахпх,1
впхаахвппх,1
хвхаппвхап,1
пвапххпв,1
пахвхвхпап,1
впавпхпх,1
ахпвпх,1
папвпахххв,1
апвппхвхха,1
пахвхвахпп,1
ххавппхпва,1
ппххапаввх,1
апхвпавхпх,1
хвппваххпа,1
хпхпвхвапа,1
становиться,0
пхвавхаппх,1
аппвххвхап,1
хвххаваппп,1
пхахвпхвпа,1
вавпаххппх,1
пххпахввап,1
пхваххпвпа,1
ххахвпппва,1
вхахппапвх,1
пхвапвхпах,1
ахпхпавпхв,1
вахвхпапхп,1
авпххпахпв,1
хаппвхавпх,1
аххпвавпхп,1
ахппвпвхах,1
ахвхахпппв,1
павхппххва,1
хпвхаапхпв,1
паххввхпап,1
хахаха,1
вхавпхппха,1
авхапхвпхп,1
хпппаххавв,1
авхвппххпа,1
пхвпхаавхп,1
ппахавхвхп,1
пхааппввхх,1
вппаавхпхх,1
ввхпахапхп,1
ахпвваххпп,1
авахвпххпп,1
пвпхаахвхп,1
пахпхпввах,1
частый,0
ппавхаххпв,1
ахах,1
хпхавхпвпа,1
вахпхп,1
ппхвпахвах,1
пппхахавхв,1
хвпвхпахпа,1
хпавхпвп,1
хаахх,1
вапххваппх,1
пввххапапх,1
паавпхвхпх,1
пахххпвапв,1
впвахахпхп,1
хпавхапхвп,1
ахпхвхппва,1
вхахппхвап,1
пахапввхпх,1
апхвпхапвх,1
ахпхпахвпв,1
пххааввхпп,1
ппахвапвхх,1
пвапхпххав,1
вахвхпхпап,1
ппххвахвпа,1
произойти,0
ввхахапхпп,1
ппхаввхп,1
хвхаппп,1
паавхппвхх,1
хвпаавхпхп,1
впххпхвпаа,1
хапавпвхпх,1
хпппавххав,1
пааввхххпп,1
после,0
хавпхппвха,1
вапххпвпах,1
авххапвхпп,1
хпхпахвапв,1
ввхххпаппа,1
вапххвпапх,1
пвххаапвхп,1
вппвхапхха,1
хвпхавпп,1
авхпаххпвп,1
впхпвпхаха,1
ахпаввпхпх,1
пххвпавхап,1
ппхпхвавха,1
пхаппввх,1
хаппвпавхх,1
хпваххппав,1
пхапвххпва,1
апвапвххпх,1
вхвхаппп,1
ахахпхвпвп,1
хвпвхахпап,1
хппхаавпвх,1
хвхппхпаав,1
впппхахахв,1
пхппаххвва,1
вхвппхаапх,1
ппавхвпх,1
пхххавпвап,1
пввхпхпа,1
аппхпвхвха,1
авхвхппапх,1
хпхппаавхв,1
хвппхапхав,1
ххпхпаввап,1
пхаавппвхх,1
хахпапввпх,1
хаха,1
впвххапхап,1
хвапхвпахп,1
ххвахваппп,1
ппвхавххап,1
пппаввхахх,1
ххппввпхаа,1
хахпвхвппа,1
ппвхапвх,1
павпхвахпх,1
аххавппвпх,1
чуть,0
начать,0
хвпвпхапах,1
хвапхвхппа,1
ахпхппаввх,1
хапавхпвпх,1
апхвпахвпх,1
столь,0
вхаавпхппх,1
ввхахпхапп,1
хвхапхвапп,1
хахахах,1
пвпвахпхах,1
пваххппхва,1
аппвапххвх,1
впппвааххх,1
хавх,1
павхппхв,1
хвппхавхпа,1
авпхвпхпха,1
пвпахвпх,1
авпаххппвх,1
хпапаххпвв,1
внимание,0
ппвхпах,1
аххппапвхв,1
вппхахпавх,1
советский,0
папххпв,1
вххвппаахп,1
впхххавпап,1
авппавхххп,1
пвхаваппхх,1
пахпаввпхх,1
пвххапвпах,1
аапвхппвхх,1
впхваахпхп,1
паавхпвхпх,1
аввхаппххп,1
ахвппвххап,1
пхаввхппах,1
пхпххвавап,1
пвхпхапавх,1
вхвпхапхпа,1
папхпввх,1
авхахппхпв,1
хапхпввпха,1
удар,0
хппхвхпаав,1
хпхаахввпп,1
впапхпаххв,1
пхппаахввх,1
хапхпхаввп,1
хаввпххппа,1
гора,0
хпхпапвахв,1
впппхвхаха,1
хппвпвххаа,1
вхпхпахвпа,1
аппаххввхп,1
вахвххпапп,1
ваваххпхпп,1
ххппввхпаа,1
вххвхппаап,1
ххпвахапвп,1
ахпхавхвпп,1
пвпхпхахав,1
ввапхпхп,1
аапхвхпхпв,1
хввхаппхап,1
аххвхпвппа,1
вххвпаахпп,1
впхпхваахп,1
ум,0
ппахвхп,1
вхпвахаппх,1
папвавпххх,1
впахвпххап,1
пваххппв,1
хппхавхвпа,1
ппххвпавха,1
пвхвхпапах,1
впаххвпхпа,1
хвпапххавп,1
пхввппах,1
пвапвхпахх,1
ххаппвхавп,1
ахах,1
пххпхвавап,1
пхпхпхваав,1
пхахпвпхва,1
пхвавахпхп,1
пхвпхпхава,1
паххахввпп,1
аппхххавпв,1
вавахппхпх,1
папвапххвх,1
пппхввха,1
аппввпаххх,1
хпххвапавп,1
вхпвхпахап,1
иахух,1
апахпхввхп,1
хахпвхпавп,1
хпвпахвпах,1
пхахвапвпх,1
аахпхпхввп,1
очень,0
хпапхв,1
пхаваппххв,1
хвпхвпапах,1
ввххапхппа,1
